country_a,country_b,weight,effective_date
AD,PK,0,9/21/2025
AD,PL,0,9/21/2025
AD,PT,0,9/21/2025
AD,PW,0,9/21/2025
AD,PY,0,9/21/2025
AD,QA,0,9/21/2025
AD,RO,0,9/21/2025
AD,RS,0,9/21/2025
AD,RU,0,9/21/2025
AD,RW,0,9/21/2025
AD,SA,0,9/21/2025
AD,SB,0,9/21/2025
AD,SC,0,9/21/2025
AD,SD,0,9/21/2025
AD,SE,0,9/21/2025
AD,SG,0,9/21/2025
AD,SI,0,9/21/2025
AD,SK,0,9/21/2025
AD,SL,0,9/21/2025
AD,SM,0,9/21/2025
AD,SN,0,9/21/2025
AD,SO,0,9/21/2025
AD,SR,0,9/21/2025
AD,SS,0,9/21/2025
AD,ST,0,9/21/2025
AD,SV,0,9/21/2025
AD,SY,0,9/21/2025
AD,SZ,0,9/21/2025
AD,TD,0,9/21/2025
AD,TG,0,9/21/2025
AD,TH,0,9/21/2025
AD,TJ,0,9/21/2025
AD,TL,0,9/21/2025
AD,TM,0,9/21/2025
AD,TN,0,9/21/2025
AD,TO,0,9/21/2025
AD,TR,0,9/21/2025
AD,TT,0,9/21/2025
AD,TV,0,9/21/2025
AD,TW,0,9/21/2025
AD,TZ,0,9/21/2025
AD,UA,0,9/21/2025
AD,UG,0,9/21/2025
AD,US,0,9/21/2025
AD,UY,0,9/21/2025
AD,UZ,0,9/21/2025
AD,VA,0,9/21/2025
AD,VC,0,9/21/2025
AD,VE,0,9/21/2025
AD,VN,0,9/21/2025
AD,VU,0,9/21/2025
AD,WS,0,9/21/2025
AD,YE,0,9/21/2025
AD,ZA,0,9/21/2025
AD,ZM,0,9/21/2025
AD,ZW,0,9/21/2025
AE,AF,0,9/21/2025
AE,AL,0,9/21/2025
AE,AM,0,9/21/2025
AE,AO,0,9/21/2025
AE,AR,0,9/21/2025
AE,AT,0,9/21/2025
AE,AU,0,9/21/2025
AE,AZ,0,9/21/2025
AE,BA,0,9/21/2025
AE,BB,0,9/21/2025
AE,BD,0,9/21/2025
AE,BE,0,9/21/2025
AE,BF,0,9/21/2025
AE,BG,0,9/21/2025
AE,BH,0,9/21/2025
AE,BI,0,9/21/2025
AE,BJ,0,9/21/2025
AE,BN,0,9/21/2025
AE,BO,0,9/21/2025
AE,BR,0,9/21/2025
AE,BS,0,9/21/2025
AE,BT,0,9/21/2025
AE,BW,0,9/21/2025
AE,BY,0,9/21/2025
AE,BZ,0,9/21/2025
AE,CA,0,9/21/2025
AE,CF,0,9/21/2025
AE,CG,0,9/21/2025
AE,CH,0,9/21/2025
AE,CI,0,9/21/2025
AE,CL,0,9/21/2025
AE,CM,0,9/21/2025
AE,CN,0,9/21/2025
AE,CO,0,9/21/2025
AE,CR,0,9/21/2025
AE,CU,0,9/21/2025
AE,CV,0,9/21/2025
AE,CY,0,9/21/2025
AE,CZ,0,9/21/2025
AE,DE,0,9/21/2025
AE,DJ,0,9/21/2025
AE,DK,0,9/21/2025
AE,DM,0,9/21/2025
AE,DO,0,9/21/2025
AE,DZ,0,9/21/2025
AE,EC,0,9/21/2025
AE,EE,0,9/21/2025
AE,EG,0,9/21/2025
AE,ER,0,9/21/2025
AE,ES,0,9/21/2025
AE,ET,0,9/21/2025
AE,FI,0,9/21/2025
AE,FJ,0,9/21/2025
AE,FM,0,9/21/2025
AE,FR,0,9/21/2025
AE,GA,0,9/21/2025
AE,GB,0,9/21/2025
AE,GD,0,9/21/2025
AE,GE,0,9/21/2025
AE,GH,0,9/21/2025
AE,GM,0,9/21/2025
AE,GN,0,9/21/2025
AE,GQ,0,9/21/2025
AE,GR,0,9/21/2025
AE,GT,0,9/21/2025
AE,GW,0,9/21/2025
AE,GY,0,9/21/2025
AE,HN,0,9/21/2025
AE,HR,0,9/21/2025
AE,HT,0,9/21/2025
AE,HU,0,9/21/2025
AE,ID,0,9/21/2025
AE,IE,0,9/21/2025
AE,IL,0,9/21/2025
AE,IN,0,9/21/2025
AE,IQ,0,9/21/2025
AE,IR,0,9/21/2025
AE,IS,0,9/21/2025
AE,IT,0,9/21/2025
AE,JM,0,9/21/2025
AE,JO,0,9/21/2025
AE,JP,0,9/21/2025
AE,KE,0,9/21/2025
AE,KG,0,9/21/2025
AE,KH,0,9/21/2025
AE,KI,0,9/21/2025
AE,KM,0,9/21/2025
AE,KN,0,9/21/2025
AE,KP,0,9/21/2025
AE,KR,0,9/21/2025
AE,KW,0,9/21/2025
AE,KZ,0,9/21/2025
AE,LA,0,9/21/2025
AE,LB,0,9/21/2025
AE,LC,0,9/21/2025
AE,LI,0,9/21/2025
AE,LK,0,9/21/2025
AE,LR,0,9/21/2025
AE,LS,0,9/21/2025
AE,LT,0,9/21/2025
AE,LU,0,9/21/2025
AE,LV,0,9/21/2025
AE,LY,0,9/21/2025
AE,MA,0,9/21/2025
AE,MC,0,9/21/2025
AE,MD,0,9/21/2025
AE,ME,0,9/21/2025
AE,MG,0,9/21/2025
AE,MH,0,9/21/2025
AE,MK,0,9/21/2025
AE,ML,0,9/21/2025
AE,MM,0,9/21/2025
AE,MN,0,9/21/2025
AE,MR,0,9/21/2025
AE,MT,0,9/21/2025
AE,MU,0,9/21/2025
AE,MV,0,9/21/2025
AE,MW,0,9/21/2025
AE,MX,0,9/21/2025
AE,MY,0,9/21/2025
AE,MZ,0,9/21/2025
AE,NAN,0,9/21/2025
AE,NE,0,9/21/2025
AE,NG,0,9/21/2025
AE,NI,0,9/21/2025
AE,NL,0,9/21/2025
AE,NO,0,9/21/2025
AE,NP,0,9/21/2025
AE,NR,0,9/21/2025
AE,NZ,0,9/21/2025
AE,OM,0,9/21/2025
AE,PA,0,9/21/2025
AE,PE,0,9/21/2025
AE,PG,0,9/21/2025
AE,PH,0,9/21/2025
AE,PK,0,9/21/2025
AE,PL,0,9/21/2025
AE,PT,0,9/21/2025
AE,PW,0,9/21/2025
AE,PY,0,9/21/2025
AE,QA,0,9/21/2025
AE,RO,0,9/21/2025
AE,RS,0,9/21/2025
AE,RU,0,9/21/2025
AE,RW,0,9/21/2025
AE,SA,0,9/21/2025
AE,SB,0,9/21/2025
AE,SC,0,9/21/2025
AE,SD,0,9/21/2025
AE,SE,0,9/21/2025
AE,SG,0,9/21/2025
AE,SI,0,9/21/2025
AE,SK,0,9/21/2025
AE,SL,0,9/21/2025
AE,SM,0,9/21/2025
AE,SN,0,9/21/2025
AE,SO,0,9/21/2025
AE,SR,0,9/21/2025
AE,SS,0,9/21/2025
AE,ST,0,9/21/2025
AE,SV,0,9/21/2025
AE,SY,0,9/21/2025
AE,SZ,0,9/21/2025
AE,TD,0,9/21/2025
AE,TG,0,9/21/2025
AE,TH,0,9/21/2025
AE,TJ,0,9/21/2025
AE,TL,0,9/21/2025
AE,TM,0,9/21/2025
AE,TN,0,9/21/2025
AE,TO,0,9/21/2025
AE,TR,0,9/21/2025
AE,TT,0,9/21/2025
AE,TV,0,9/21/2025
AE,TW,0,9/21/2025
AE,TZ,0,9/21/2025
AE,UA,0,9/21/2025
AE,UG,0,9/21/2025
AE,US,0,9/21/2025
AE,UY,0,9/21/2025
AE,UZ,0,9/21/2025
AE,VA,0,9/21/2025
AE,VC,0,9/21/2025
AE,VE,0,9/21/2025
AE,VN,0,9/21/2025
AE,VU,0,9/21/2025
AE,WS,0,9/21/2025
AE,YE,0,9/21/2025
AE,ZA,0,9/21/2025
AE,ZM,0,9/21/2025
AE,ZW,0,9/21/2025
AF,AL,0,9/21/2025
AF,AM,0,9/21/2025
AF,AO,0,9/21/2025
AF,AR,0,9/21/2025
AF,AT,0,9/21/2025
AF,AU,0,9/21/2025
AF,AZ,0,9/21/2025
AF,BA,0,9/21/2025
AF,BB,0,9/21/2025
AF,BD,0,9/21/2025
AF,BE,0,9/21/2025
AF,BF,0,9/21/2025
AF,BG,0,9/21/2025
AF,BH,0,9/21/2025
AF,BI,0,9/21/2025
AF,BJ,0,9/21/2025
AF,BN,0,9/21/2025
AF,BO,0,9/21/2025
AF,BR,0,9/21/2025
AF,BS,0,9/21/2025
AF,BT,0,9/21/2025
AF,BW,0,9/21/2025
AF,BY,0,9/21/2025
AF,BZ,0,9/21/2025
AF,CA,0,9/21/2025
AF,CF,0,9/21/2025
AF,CG,0,9/21/2025
AF,CH,0,9/21/2025
AF,CI,0,9/21/2025
AF,CL,0,9/21/2025
AF,CM,0,9/21/2025
AF,CN,0,9/21/2025
AF,CO,0,9/21/2025
AF,CR,0,9/21/2025
AF,CU,0,9/21/2025
AF,CV,0,9/21/2025
AF,CY,0,9/21/2025
AF,CZ,0,9/21/2025
AF,DE,0,9/21/2025
AF,DJ,0,9/21/2025
AF,DK,0,9/21/2025
AF,DM,0,9/21/2025
AF,DO,0,9/21/2025
AF,DZ,0,9/21/2025
AF,EC,0,9/21/2025
AF,EE,0,9/21/2025
AF,EG,0,9/21/2025
AF,ER,0,9/21/2025
AF,ES,0,9/21/2025
AF,ET,0,9/21/2025
AF,FI,0,9/21/2025
AF,FJ,0,9/21/2025
AF,FM,0,9/21/2025
AF,FR,0,9/21/2025
AF,GA,0,9/21/2025
AF,GB,0,9/21/2025
AF,GD,0,9/21/2025
AF,GE,0,9/21/2025
AF,GH,0,9/21/2025
AF,GM,0,9/21/2025
AF,GN,0,9/21/2025
AF,GQ,0,9/21/2025
AF,GR,0,9/21/2025
AF,GT,0,9/21/2025
AF,GW,0,9/21/2025
AF,GY,0,9/21/2025
AF,HN,0,9/21/2025
AF,HR,0,9/21/2025
AF,HT,0,9/21/2025
AF,HU,0,9/21/2025
AF,ID,0,9/21/2025
AF,IE,0,9/21/2025
AF,IL,0,9/21/2025
AF,IN,0,9/21/2025
AF,IQ,0,9/21/2025
AF,IR,0,9/21/2025
AF,IS,0,9/21/2025
AF,IT,0,9/21/2025
AF,JM,0,9/21/2025
AF,JO,0,9/21/2025
AF,JP,0,9/21/2025
AF,KE,0,9/21/2025
AF,KG,0,9/21/2025
AF,KH,0,9/21/2025
AF,KI,0,9/21/2025
AF,KM,0,9/21/2025
AF,KN,0,9/21/2025
AF,KP,0,9/21/2025
AF,KR,0,9/21/2025
AF,KW,0,9/21/2025
AF,KZ,0,9/21/2025
AF,LA,0,9/21/2025
AF,LB,0,9/21/2025
AF,LC,0,9/21/2025
AF,LI,0,9/21/2025
AF,LK,0,9/21/2025
AF,LR,0,9/21/2025
AF,LS,0,9/21/2025
AF,LT,0,9/21/2025
AF,LU,0,9/21/2025
AF,LV,0,9/21/2025
AF,LY,0,9/21/2025
AF,MA,0,9/21/2025
AF,MC,0,9/21/2025
AF,MD,0,9/21/2025
AF,ME,0,9/21/2025
AF,MG,0,9/21/2025
AF,MH,0,9/21/2025
AF,MK,0,9/21/2025
AF,ML,0,9/21/2025
AF,MM,0,9/21/2025
AF,MN,0,9/21/2025
AF,MR,0,9/21/2025
AF,MT,0,9/21/2025
AF,MU,0,9/21/2025
AF,MV,0,9/21/2025
AF,MW,0,9/21/2025
AF,MX,0,9/21/2025
AF,MY,0,9/21/2025
AF,MZ,0,9/21/2025
AF,NAN,0,9/21/2025
AF,NE,0,9/21/2025
AF,NG,0,9/21/2025
AF,NI,0,9/21/2025
AF,NL,0,9/21/2025
AF,NO,0,9/21/2025
AF,NP,0,9/21/2025
AF,NR,0,9/21/2025
AF,NZ,0,9/21/2025
AF,OM,0,9/21/2025
AF,PA,0,9/21/2025
AF,PE,0,9/21/2025
AF,PG,0,9/21/2025
AF,PH,0,9/21/2025
AF,PK,0,9/21/2025
AF,PL,0,9/21/2025
AF,PT,0,9/21/2025
AF,PW,0,9/21/2025
AF,PY,0,9/21/2025
AF,QA,0,9/21/2025
AF,RO,0,9/21/2025
AF,RS,0,9/21/2025
AF,RU,0,9/21/2025
AF,RW,0,9/21/2025
AF,SA,0,9/21/2025
AF,SB,0,9/21/2025
AF,SC,0,9/21/2025
AF,SD,0,9/21/2025
AF,SE,0,9/21/2025
AF,SG,0,9/21/2025
AF,SI,0,9/21/2025
AF,SK,0,9/21/2025
AF,SL,0,9/21/2025
AF,SM,0,9/21/2025
AF,SN,0,9/21/2025
AF,SO,0,9/21/2025
AF,SR,0,9/21/2025
AF,SS,0,9/21/2025
AF,ST,0,9/21/2025
AF,SV,0,9/21/2025
AF,SY,0,9/21/2025
AF,SZ,0,9/21/2025
AF,TD,0,9/21/2025
AF,TG,0,9/21/2025
AF,TH,0,9/21/2025
AF,TJ,0,9/21/2025
AF,TL,0,9/21/2025
AF,TM,0,9/21/2025
AF,TN,0,9/21/2025
AF,TO,0,9/21/2025
AF,TR,0,9/21/2025
AF,TT,0,9/21/2025
AF,TV,0,9/21/2025
AF,TW,0,9/21/2025
AF,TZ,0,9/21/2025
AF,UA,0,9/21/2025
AF,UG,0,9/21/2025
AF,US,0,9/21/2025
AF,UY,0,9/21/2025
AF,UZ,0,9/21/2025
AF,VA,0,9/21/2025
AF,VC,0,9/21/2025
AF,VE,0,9/21/2025
AF,VN,0,9/21/2025
AF,VU,0,9/21/2025
AF,WS,0,9/21/2025
AF,YE,0,9/21/2025
AF,ZA,0,9/21/2025
AF,ZM,0,9/21/2025
AF,ZW,0,9/21/2025
AL,AM,0,9/21/2025
AL,AO,0,9/21/2025
AL,AR,0,9/21/2025
AL,AT,0,9/21/2025
AL,AU,0,9/21/2025
AL,AZ,0,9/21/2025
AL,BA,0,9/21/2025
AL,BB,0,9/21/2025
AL,BD,0,9/21/2025
AL,BE,0,9/21/2025
AL,BF,0,9/21/2025
AL,BG,0,9/21/2025
AL,BH,0,9/21/2025
AL,BI,0,9/21/2025
AL,BJ,0,9/21/2025
AL,BN,0,9/21/2025
AL,BO,0,9/21/2025
AL,BR,0,9/21/2025
AL,BS,0,9/21/2025
AL,BT,0,9/21/2025
AL,BW,0,9/21/2025
AL,BY,0,9/21/2025
AL,BZ,0,9/21/2025
AL,CA,0,9/21/2025
AL,CF,0,9/21/2025
AL,CG,0,9/21/2025
AL,CH,0,9/21/2025
AL,CI,0,9/21/2025
AL,CL,0,9/21/2025
AL,CM,0,9/21/2025
AL,CN,0,9/21/2025
AL,CO,0,9/21/2025
AL,CR,0,9/21/2025
AL,CU,0,9/21/2025
AL,CV,0,9/21/2025
AL,CY,0,9/21/2025
AL,CZ,0,9/21/2025
AL,DE,0,9/21/2025
AL,DJ,0,9/21/2025
AL,DK,0,9/21/2025
AL,DM,0,9/21/2025
AL,DO,0,9/21/2025
AL,DZ,0,9/21/2025
AL,EC,0,9/21/2025
AL,EE,0,9/21/2025
AL,EG,0,9/21/2025
AL,ER,0,9/21/2025
AL,ES,0,9/21/2025
AL,ET,0,9/21/2025
AL,FI,0,9/21/2025
AL,FJ,0,9/21/2025
AL,FM,0,9/21/2025
AL,FR,0,9/21/2025
AL,GA,0,9/21/2025
AL,GB,0,9/21/2025
AL,GD,0,9/21/2025
AL,GE,0,9/21/2025
AL,GH,0,9/21/2025
AL,GM,0,9/21/2025
AL,GN,0,9/21/2025
AL,GQ,0,9/21/2025
AL,GR,0,9/21/2025
AL,GT,0,9/21/2025
AL,GW,0,9/21/2025
AL,GY,0,9/21/2025
AL,HN,0,9/21/2025
AL,HR,0,9/21/2025
AL,HT,0,9/21/2025
AL,HU,0,9/21/2025
AL,ID,0,9/21/2025
AL,IE,0,9/21/2025
AL,IL,0,9/21/2025
AL,IN,0,9/21/2025
AL,IQ,0,9/21/2025
AL,IR,0,9/21/2025
AL,IS,0,9/21/2025
AL,IT,0,9/21/2025
AL,JM,0,9/21/2025
AL,JO,0,9/21/2025
AL,JP,0,9/21/2025
AL,KE,0,9/21/2025
AL,KG,0,9/21/2025
AL,KH,0,9/21/2025
AL,KI,0,9/21/2025
AL,KM,0,9/21/2025
AL,KN,0,9/21/2025
AL,KP,0,9/21/2025
AL,KR,0,9/21/2025
AL,KW,0,9/21/2025
AL,KZ,0,9/21/2025
AL,LA,0,9/21/2025
AL,LB,0,9/21/2025
AL,LC,0,9/21/2025
AL,LI,0,9/21/2025
AL,LK,0,9/21/2025
AL,LR,0,9/21/2025
AL,LS,0,9/21/2025
AL,LT,0,9/21/2025
AL,LU,0,9/21/2025
AL,LV,0,9/21/2025
AL,LY,0,9/21/2025
AL,MA,0,9/21/2025
AL,MC,0,9/21/2025
AL,MD,0,9/21/2025
AL,ME,0,9/21/2025
AL,MG,0,9/21/2025
AL,MH,0,9/21/2025
AL,MK,0,9/21/2025
AL,ML,0,9/21/2025
AL,MM,0,9/21/2025
AL,MN,0,9/21/2025
AL,MR,0,9/21/2025
AL,MT,0,9/21/2025
AL,MU,0,9/21/2025
AL,MV,0,9/21/2025
AL,MW,0,9/21/2025
AL,MX,0,9/21/2025
AL,MY,0,9/21/2025
AL,MZ,0,9/21/2025
AL,NAN,0,9/21/2025
AL,NE,0,9/21/2025
AL,NG,0,9/21/2025
AL,NI,0,9/21/2025
AL,NL,0,9/21/2025
AL,NO,0,9/21/2025
AL,NP,0,9/21/2025
AL,NR,0,9/21/2025
AL,NZ,0,9/21/2025
AL,OM,0,9/21/2025
AL,PA,0,9/21/2025
AL,PE,0,9/21/2025
AL,PG,0,9/21/2025
AL,PH,0,9/21/2025
AL,PK,0,9/21/2025
AL,PL,0,9/21/2025
AL,PT,0,9/21/2025
AL,PW,0,9/21/2025
AL,PY,0,9/21/2025
AL,QA,0,9/21/2025
AL,RO,0,9/21/2025
AL,RS,0,9/21/2025
AL,RU,0,9/21/2025
AL,RW,0,9/21/2025
AL,SA,0,9/21/2025
AL,SB,0,9/21/2025
AL,SC,0,9/21/2025
AL,SD,0,9/21/2025
AL,SE,0,9/21/2025
AL,SG,0,9/21/2025
AL,SI,0,9/21/2025
AL,SK,0,9/21/2025
AL,SL,0,9/21/2025
AL,SM,0,9/21/2025
AL,SN,0,9/21/2025
AL,SO,0,9/21/2025
AL,SR,0,9/21/2025
AL,SS,0,9/21/2025
AL,ST,0,9/21/2025
AL,SV,0,9/21/2025
AL,SY,0,9/21/2025
AL,SZ,0,9/21/2025
AL,TD,0,9/21/2025
AL,TG,0,9/21/2025
AL,TH,0,9/21/2025
AL,TJ,0,9/21/2025
AL,TL,0,9/21/2025
AL,TM,0,9/21/2025
AL,TN,0,9/21/2025
AL,TO,0,9/21/2025
AL,TR,0,9/21/2025
AL,TT,0,9/21/2025
AL,TV,0,9/21/2025
AL,TW,0,9/21/2025
AL,TZ,0,9/21/2025
AL,UA,0,9/21/2025
AL,UG,0,9/21/2025
AL,US,0,9/21/2025
AL,UY,0,9/21/2025
AL,UZ,0,9/21/2025
AL,VA,0,9/21/2025
AL,VC,0,9/21/2025
AL,VE,0,9/21/2025
AL,VN,0,9/21/2025
AL,VU,0,9/21/2025
AL,WS,0,9/21/2025
AL,YE,0,9/21/2025
AL,ZA,0,9/21/2025
AL,ZM,0,9/21/2025
AL,ZW,0,9/21/2025
AM,AO,0,9/21/2025
AM,AR,0,9/21/2025
AM,AT,0,9/21/2025
AM,AU,0,9/21/2025
AM,AZ,0,9/21/2025
AM,BA,0,9/21/2025
AM,BB,0,9/21/2025
AM,BD,0,9/21/2025
AM,BE,0,9/21/2025
AM,BF,0,9/21/2025
AM,BG,0,9/21/2025
AM,BH,0,9/21/2025
AM,BI,0,9/21/2025
AM,BJ,0,9/21/2025
AM,BN,0,9/21/2025
AM,BO,0,9/21/2025
AM,BR,0,9/21/2025
AM,BS,0,9/21/2025
AM,BT,0,9/21/2025
AM,BW,0,9/21/2025
AM,BY,0,9/21/2025
AM,BZ,0,9/21/2025
AM,CA,0,9/21/2025
AM,CF,0,9/21/2025
AM,CG,0,9/21/2025
AM,CH,0,9/21/2025
AM,CI,0,9/21/2025
AM,CL,0,9/21/2025
AM,CM,0,9/21/2025
AM,CN,0,9/21/2025
AM,CO,0,9/21/2025
AM,CR,0,9/21/2025
AM,CU,0,9/21/2025
AM,CV,0,9/21/2025
AM,CY,0,9/21/2025
AM,CZ,0,9/21/2025
AM,DE,0,9/21/2025
AM,DJ,0,9/21/2025
AM,DK,0,9/21/2025
AM,DM,0,9/21/2025
AM,DO,0,9/21/2025
AM,DZ,0,9/21/2025
AM,EC,0,9/21/2025
AM,EE,0,9/21/2025
AM,EG,0,9/21/2025
AM,ER,0,9/21/2025
AM,ES,0,9/21/2025
AM,ET,0,9/21/2025
AM,FI,0,9/21/2025
AM,FJ,0,9/21/2025
AM,FM,0,9/21/2025
AM,FR,0,9/21/2025
AM,GA,0,9/21/2025
AM,GB,0,9/21/2025
AM,GD,0,9/21/2025
AM,GE,0,9/21/2025
AM,GH,0,9/21/2025
AM,GM,0,9/21/2025
AM,GN,0,9/21/2025
AM,GQ,0,9/21/2025
AM,GR,0,9/21/2025
AM,GT,0,9/21/2025
AM,GW,0,9/21/2025
AM,GY,0,9/21/2025
AM,HN,0,9/21/2025
AM,HR,0,9/21/2025
AM,HT,0,9/21/2025
AM,HU,0,9/21/2025
AM,ID,0,9/21/2025
AM,IE,0,9/21/2025
AM,IL,0,9/21/2025
AM,IN,0,9/21/2025
AM,IQ,0,9/21/2025
AM,IR,0,9/21/2025
AM,IS,0,9/21/2025
AM,IT,0,9/21/2025
AM,JM,0,9/21/2025
AM,JO,0,9/21/2025
AM,JP,0,9/21/2025
AM,KE,0,9/21/2025
AM,KG,0,9/21/2025
AM,KH,0,9/21/2025
AM,KI,0,9/21/2025
AM,KM,0,9/21/2025
AM,KN,0,9/21/2025
AM,KP,0,9/21/2025
AM,KR,0,9/21/2025
AM,KW,0,9/21/2025
AM,KZ,0,9/21/2025
AM,LA,0,9/21/2025
AM,LB,0,9/21/2025
AM,LC,0,9/21/2025
AM,LI,0,9/21/2025
AM,LK,0,9/21/2025
AM,LR,0,9/21/2025
AM,LS,0,9/21/2025
AM,LT,0,9/21/2025
AM,LU,0,9/21/2025
AM,LV,0,9/21/2025
AM,LY,0,9/21/2025
AM,MA,0,9/21/2025
AM,MC,0,9/21/2025
AM,MD,0,9/21/2025
AM,ME,0,9/21/2025
AM,MG,0,9/21/2025
AM,MH,0,9/21/2025
AM,MK,0,9/21/2025
AM,ML,0,9/21/2025
AM,MM,0,9/21/2025
AM,MN,0,9/21/2025
AM,MR,0,9/21/2025
AM,MT,0,9/21/2025
AM,MU,0,9/21/2025
AM,MV,0,9/21/2025
AM,MW,0,9/21/2025
AM,MX,0,9/21/2025
AM,MY,0,9/21/2025
AM,MZ,0,9/21/2025
AM,NAN,0,9/21/2025
AM,NE,0,9/21/2025
AM,NG,0,9/21/2025
AM,NI,0,9/21/2025
AM,NL,0,9/21/2025
AM,NO,0,9/21/2025
AM,NP,0,9/21/2025
AM,NR,0,9/21/2025
AM,NZ,0,9/21/2025
AM,OM,0,9/21/2025
AM,PA,0,9/21/2025
AM,PE,0,9/21/2025
AM,PG,0,9/21/2025
AM,PH,0,9/21/2025
AM,PK,0,9/21/2025
AM,PL,0,9/21/2025
AM,PT,0,9/21/2025
AM,PW,0,9/21/2025
AM,PY,0,9/21/2025
AM,QA,0,9/21/2025
AM,RO,0,9/21/2025
AM,RS,0,9/21/2025
AM,RU,0,9/21/2025
AM,RW,0,9/21/2025
AM,SA,0,9/21/2025
AM,SB,0,9/21/2025
AM,SC,0,9/21/2025
AM,SD,0,9/21/2025
AM,SE,0,9/21/2025
AM,SG,0,9/21/2025
AM,SI,0,9/21/2025
AM,SK,0,9/21/2025
AM,SL,0,9/21/2025
AM,SM,0,9/21/2025
AM,SN,0,9/21/2025
AM,SO,0,9/21/2025
AM,SR,0,9/21/2025
AM,SS,0,9/21/2025
AM,ST,0,9/21/2025
AM,SV,0,9/21/2025
AM,SY,0,9/21/2025
AM,SZ,0,9/21/2025
AM,TD,0,9/21/2025
AM,TG,0,9/21/2025
AM,TH,0,9/21/2025
